breakout_lookback,exit_lookback,rs_threshold,trail_trigger_pct,trail_offset_pct,rs_slope_weeks,total_trades,win_rate_pct,profit_factor,expectancy_rs,total_pnl_rs,avg_win_rs,avg_loss_rs,avg_win_pct,avg_loss_pct,max_drawdown_rs,avg_weeks_held
2,4,10,5.0,4.0,2,2585,57.87234042553191,2.423098495932139,2066.5340440051145,5341990.503753221,6080.056660393637,-3446.9919744680074,15.45516622301484,-8.773869973030152,-329496.78602218255,8.42669245647969
3,5,10,5.0,4.0,2,2332,59.305317324185246,2.4229848227203563,2126.75924844961,4959602.56738449,6106.257602953029,-3672.6572154895152,15.530840579543403,-9.353757091048488,-351426.322198282,8.984133790737564
2,5,10,5.0,4.0,2,2532,59.36018957345972,2.4167593988008806,2113.843900139834,5352252.75515406,6074.561700246074,-3671.3444901028083,15.441349060262874,-9.344087810842987,-349115.12800926156,8.855450236966824
3,4,10,5.0,4.0,2,2380,57.60504201680672,2.4064854587763156,2055.761360962781,4892712.039091419,6106.047755421919,-3447.650578386551,15.530268575433269,-8.780346213557358,-344034.07126892917,8.519327731092437
2,5,10,3.0,4.0,2,2635,56.31878557874763,2.3880607604869075,1952.7108111503642,5145392.98738121,5965.152414045148,-3220.5848784203213,15.160963013659577,-8.197589666728009,-343657.5559609104,8.146489563567362
2,4,10,3.0,4.0,2,2676,55.231689088191324,2.387491259208821,1916.9566857423654,5129776.09104657,5972.216037484458,-3086.109526173172,15.178374177635074,-7.8567083331314045,-349657.93830923084,7.8475336322869955
2,3,10,5.0,4.0,2,2687,55.0055824339412,2.3763471959363196,1935.5723315453254,5200882.8548622895,6075.53502423224,-3125.5234995475266,15.447110847903165,-7.953652247215489,-312489.96372138336,7.724972087830294
2,5,10,2.0,4.0,2,2684,54.582712369597616,2.3747527088923004,1886.6555405025858,5063783.47070894,5970.783304240382,-3021.668638230697,15.170859519045445,-7.693357435393682,-364410.9195109084,7.804769001490313
3,3,10,5.0,4.0,2,2465,54.60446247464503,2.372843774474419,1929.9885877520367,4757421.868808771,6109.063392543878,-3096.852062158436,15.540476685412896,-7.886570393986304,-326273.58174093254,7.807302231237323
2,4,10,2.0,4.0,2,2722,53.63703159441587,2.3690732175159916,1850.8446372062087,5037999.1024753,5971.137038076157,-2915.8961752106898,15.172309013758156,-7.424743520720184,-353454.09366632905,7.548126377663483
2,3,10,3.0,4.0,2,2758,53.19071791153009,2.368998431787845,1834.9836499009969,5060884.906426949,5969.777839849216,-2863.5005303112703,15.173713470821365,-7.2892745456646075,-328066.692103032,7.30638143582306
2,4,5,5.0,4.0,2,2866,57.048150732728544,2.358338432045768,1974.2830313410257,5658295.16782338,6008.498841635866,-3383.9158718531767,15.275092606797365,-8.614218106020296,-328017.2652421817,8.376482903000698
2,5,0,5.0,4.0,2,3089,58.303658141793456,2.358329192218927,1974.59035858842,6099509.6176796295,5880.044328677341,-3486.3743930654196,14.944400090085892,-8.878057534479229,-363570.73017187277,8.819682745224991
2,5,5,5.0,4.0,2,2805,58.6096256684492,2.3582714440853167,2025.9606819596866,5682819.712896921,6001.63095799368,-3603.6706133029197,15.256681658424457,-9.173921695382747,-355967.22735126223,8.797147950089126
3,5,10,5.0,4.0,3,2284,58.58143607705779,2.354280370249459,2063.5630965525743,4713178.11252608,6123.607364962675,-3678.8673803319025,15.576324076383006,-9.377506989575735,-329172.11224220786,8.980735551663749
3,5,5,5.0,4.0,2,2579,58.47227607599845,2.351067173223807,2034.020088362152,5245737.80788599,6053.3158341227245,-3625.2684126714094,15.399205994057342,-9.234486661134618,-345815.36592828296,8.95308259015122
3,3,10,3.0,4.0,2,2529,52.431791221826806,2.3457863654994293,1811.5085970321077,4581305.2418942,6022.239711857315,-2829.7461479871986,15.318933226826948,-7.203635554510647,-334561.12909133174,7.3527085804665875
2,4,0,5.0,4.0,2,3161,56.7225561531161,2.3456934293615883,1909.0254665724767,6034429.499835599,5866.526647235315,-3277.962557498041,14.910787255884193,-8.349822637125543,-353107.90395878255,8.397658968680798
2,3,10,2.0,4.0,2,2798,51.92994996426019,2.3438307551840762,1773.3007531818334,4961695.50740277,5955.883125386091,-2745.132099467078,15.134312310782366,-6.990864134970423,-359707.6268558344,7.070407433881344
1,5,10,5.0,4.0,2,2818,59.048970901348476,2.340899727680347,2024.3714544044499,5704678.75851174,5985.003105131255,-3686.626003835936,15.21847578042001,-9.385663890623356,-404352.1752992645,8.683818310858765
3,4,10,5.0,4.0,3,2327,56.98324022346368,2.3389907507057424,1991.366354589884,4633909.50713066,6104.56822455629,-3457.290667963017,15.528208024938621,-8.814787938795945,-298592.3937691264,8.513966480446927
3,5,10,3.0,4.0,2,2428,55.6836902800659,2.3340150219363873,1908.0646277345595,4632780.91613951,5995.2596685771605,-3227.5187321345816,15.24923018474958,-8.217219394378988,-377780.7567077819,8.244233937397034
2,4,5,3.0,4.0,2,2964,54.453441295546554,2.33288825244912,1838.636618447321,5449718.937077859,5909.772599877628,-3028.6326215737995,15.021637114221932,-7.7109959189146196,-338430.6194961313,7.816126855600539
2,3,5,5.0,4.0,2,2974,54.53934095494284,2.3323285290577784,1865.7725559135272,5548807.58128683,5988.626283522897,-3080.432138008365,15.2274822641511,-7.840238909042479,-327557.4516095915,7.673839946200403
1,4,10,5.0,4.0,2,2885,57.33102253032929,2.3312057215108064,1962.8048571819443,5662692.012969909,5995.4648488520015,-3455.570143810967,15.24506018304071,-8.793936945654611,-398101.61687278375,8.244714038128249
2,5,5,3.0,4.0,2,2919,55.49845837615622,2.3304571274505057,1870.9307008593562,5461246.7158084605,5904.96075177868,-3159.9612795019248,15.008021112445624,-8.045252580910942,-350769.93712091167,8.095238095238095
3,4,10,3.0,4.0,2,2463,54.526999593991064,2.33000431933049,1868.479760194316,4602065.6493586,6003.167645831549,-3089.4540169581874,15.26910459033982,-7.86633339567309,-360330.9538392285,7.911490052781161
3,4,5,5.0,4.0,2,2636,56.71471927162367,2.3276536908406125,1956.7834899513352,5158081.27951172,6048.957704421726,-3405.004810340719,15.389033761282843,-8.671878606048743,-332002.1888991287,8.49051593323217
2,5,10,5.0,4.0,3,2459,58.72305815372102,2.325832722058571,2020.101855410606,4967430.46245468,6034.681392123337,-3691.280263814207,15.345041196199148,-9.40334521115162,-342947.7401880082,8.873932492883286
3,5,0,5.0,4.0,2,2834,57.974594213126316,2.325262606089694,1958.2862509347212,5549783.235149,5926.639630662112,-3516.108881636314,15.072657601024266,-8.959195297754022,-346062.9445511834,8.971418489767114
2,5,5,2.0,4.0,2,2971,53.95489734096264,2.324006114711484,1812.6679744572132,5385436.55211238,5897.048055349258,-2973.341725593918,14.985686371027423,-7.571622505761409,-373704.90918290894,7.768428138673848
2,4,10,5.0,4.0,3,2508,57.216905901116434,2.321347003483717,1962.340371455375,4921549.65161008,6025.2233559184815,-3471.2449805526,15.32032969920703,-8.84606965412807,-308940.9464969281,8.42304625199362
2,3,5,3.0,4.0,2,3053,52.63675073698002,2.3202458557828707,1765.5511632409732,5390227.701374691,5894.818361251643,-2823.475383925795,14.984611125301932,-7.188604720687238,-337235.6782562351,7.26039960694399
3,5,10,2.0,4.0,2,2469,53.94896719319563,2.320022760212199,1840.6631185240258,4544597.23963582,5996.557487431764,-3027.983582782137,15.248666529256448,-7.710802275795437,-380337.02156507876,7.899959497772377
2,5,0,3.0,4.0,2,3216,54.94402985074627,2.314301301781167,1811.3077775517538,5825165.81260644,5804.92621752781,-3058.7569453175984,14.74991031101756,-7.791605882068992,-347862.888352911,8.121268656716419
3,3,10,2.0,4.0,2,2563,51.15099492781896,2.3141957179696044,1745.5663585749317,4473886.57702755,6009.278277014165,-2719.0712812603992,15.282366912916048,-6.923876330816972,-362638.84992133174,7.123683183769021
2,4,5,2.0,4.0,2,3014,52.986065029860654,2.3137128116670005,1774.8474378834705,5349390.17778078,5899.407227448897,-2873.6507864891387,14.993165001142357,-7.317434342778413,-368185.5543741286,7.524883875248839
1,5,10,3.0,4.0,2,2943,55.55555555555556,2.3123583808282566,1862.554381850615,5481497.54578636,5907.2338284794505,-3193.2949264354284,15.017373958255815,-8.127681706917384,-384406.8266509101,7.982670744138634
2,4,0,3.0,4.0,2,3271,53.928462243962095,2.311737669680022,1771.07999986498,5793202.67955835,5787.775824609791,-2930.613055775262,14.706919633353287,-7.467905974621707,-345830.77271365095,7.833384286151024
3,3,5,5.0,4.0,2,2728,54.10557184750733,2.3116331534632826,1853.2122990524817,5055563.15181517,6036.5626350352995,-3078.5968829847684,15.359490847593412,-7.840550430736678,-315070.3124213312,7.774193548387097
2,5,0,2.0,4.0,2,3268,53.51897184822521,2.3083113211929738,1759.4249010189103,5749800.576529799,5800.243882553083,-2893.2363226172088,14.735656107078848,-7.3710241434798816,-366718.42446090747,7.8341493268053854
3,5,0,5.0,4.0,3,2763,57.5823380383641,2.307655447414838,1939.7638098855593,5359567.4067138005,5944.799282260508,-3497.1060165210492,15.122047237722143,-8.918287946226776,-324911.9903813256,8.986246833152371
2,5,0,5.0,4.0,3,2982,57.780013413816235,2.3073861057670397,1921.6165030313582,5730260.41203951,5869.559229846715,-3481.3265615459723,14.924492874088642,-8.872840833940575,-368012.45354349026,8.870892018779342
1,4,10,3.0,4.0,2,2994,54.37541750167001,2.3060816775053734,1824.1013962372044,5461359.58033419,5923.122565607384,-3061.115634315249,15.057395223967891,-7.790116992483093,-398564.90291642956,7.680360721442886
3,4,10,2.0,4.0,2,2503,52.93647622852576,2.3048693768155335,1796.614984204119,4496927.30546291,5994.86306736948,-2925.5231398995334,15.24533628227251,-7.449567722308885,-371956.44867142756,7.617259288853376
3,5,5,5.0,4.0,3,2523,57.78834720570749,2.3040142275954643,1988.5191586899844,5017033.837374831,6079.842555981392,-3612.5601964751545,15.468626274694273,-9.208822106178403,-335155.04405800626,8.949266745937376
2,4,0,2.0,4.0,2,3317,52.637925836599344,2.2995203417412293,1723.227493277573,5715945.59520171,5792.926534407427,-2799.811670193291,14.717002411139788,-7.134811822330863,-350156.73594412766,7.587277660536629
3,3,10,5.0,4.0,3,2406,53.99002493765585,2.298287204406465,1864.6461596450663,4486338.660106029,6113.873171597545,-3121.574155193478,15.554613119279969,-7.958481292236556,-304915.331765919,7.8038237738985865
2,5,5,5.0,4.0,3,2717,58.04195804195804,2.2947376271492064,1960.3921139172655,5326385.373513211,5986.21291129433,-3608.6599891210085,15.224109908677516,-9.193463985350922,-349470.3678180091,8.830327567169672
1,5,10,2.0,4.0,2,3002,53.89740173217855,2.292666788117256,1798.3957348512893,5398783.99602357,5917.956703394492,-3017.6805997606357,15.04129606704577,-7.681101011993096,-393985.180830908,7.6682211858760825
2,2,10,5.0,4.0,2,2856,51.08543417366946,2.291886566284621,1713.1367904556898,4892718.67354145,5949.270145304818,-2710.9996195120116,15.118500890185013,-6.9116486236206365,-322646.49908990413,6.697829131652661
2,4,0,5.0,4.0,3,3053,56.17425483131346,2.2917279580023506,1848.9275696891941,5644775.870261109,5839.485464400105,-3266.025187731742,14.849123402443889,-8.32870786888761,-350849.77034688136,8.416966917785784
3,4,0,5.0,4.0,2,2902,56.2026188835286,2.291131138150976,1869.5315260851962,5425380.48869924,5902.769611568522,-3306.087134358001,15.012811032565784,-8.425599991820294,-341805.1442298335,8.501722949689869
2,5,10,3.0,4.0,3,2548,55.92621664050236,2.288255687647023,1863.6022762778925,4748458.59995607,5918.890063379346,-3282.2437581117542,15.050436082150028,-8.35796946939514,-351379.35990765877,8.200941915227629
1,4,10,2.0,4.0,2,3048,52.887139107611546,2.287914252214357,1764.5622137015748,5378385.6273624,5927.065064167003,-2908.1081170437396,15.065134190381196,-7.400360320224869,-393627.2277444275,7.4058398950131235
3,4,5,5.0,4.0,3,2574,56.099456099456106,2.287296921159124,1915.1196653017598,4929518.01848673,6065.702137234383,-3388.8105023714334,15.433088974684583,-8.639625119547723,-306021.01155012567,8.486402486402486
3,5,10,5.0,3.0,2,2452,61.582381729200655,2.286598187119893,1870.295966819335,4585965.71064101,5397.600975003119,-3783.876604685456,13.73700888559594,-9.638646260068302,-370296.35317638237,8.12357259380098
2,3,5,2.0,4.0,2,3098,51.42027114267269,2.2855999833364655,1699.5862699216593,5265318.2642173,5876.28996265086,-2721.3366420501793,14.934701020277659,-6.930708378883504,-358810.5024362346,7.033570045190445
3,4,0,5.0,4.0,3,2826,55.874026893135174,2.284844817734285,1856.8618727450744,5247491.65237758,5909.839115260557,-3275.175870584475,15.034305827420683,-8.356454121564692,-304877.0585997328,8.510969568294408
2,4,5,5.0,4.0,3,2775,56.3963963963964,2.284712254501945,1897.1902778298845,5264703.020977929,5982.534067592384,-3386.7461114083885,15.214200293323499,-8.630229905346813,-330165.61149738124,8.385945945945945
1,5,10,5.0,4.0,3,2642,58.440575321725966,2.284381992972079,1968.8564180054848,5201718.656370491,5992.031433134967,-3688.5044411565577,15.244487692903851,-9.394614678625551,-392596.209376012,8.750567751703255
2,4,10,3.0,4.0,3,2585,54.77756286266925,2.2830886164318405,1823.7230064170872,4714323.97158817,5924.098727303876,-3143.0280806450987,15.062575094152804,-8.00741246098556,-308783.3373408783,7.86615087040619
2,3,10,5.0,4.0,3,2595,54.45086705202312,2.282843002009819,1847.46451102032,4794170.406097731,6037.73211636673,-3161.713260853181,15.35545554849873,-8.05636140168056,-307281.6383959204,7.74373795761079
3,3,5,3.0,4.0,2,2798,51.92994996426019,2.2828395172959386,1737.3145975853822,4861006.2440439,5953.380172966855,-2817.290072324862,15.146712745963416,-7.172922420131164,-343699.05449133087,7.324874910650465
2,3,0,5.0,4.0,2,3291,53.81343056821635,2.2823521253914354,1769.1407275080855,5822242.13422911,5851.228450580181,-2987.028586676572,14.874205977127584,-7.608231577134209,-364787.1233172612,7.646611972044971
1,5,0,5.0,4.0,2,3453,57.891688386909934,2.2808591715532605,1893.6069324467996,6538624.737738799,5824.661721283942,-3510.9174986986245,14.805477932437055,-8.940710138065972,-436434.21307646576,8.656240949898638
3,5,5,3.0,4.0,2,2683,54.93850167722698,2.278676920711571,1833.4321368277601,4919098.42310888,5947.1645607207265,-3181.986881218751,15.128626851084993,-8.103267982111989,-369451.41469808295,8.219530376444279
3,5,5,2.0,4.0,2,2729,53.42616342982778,2.278150940698671,1776.3932344992602,4847777.136948481,5926.325120778107,-2984.1108490527145,15.073686977015772,-7.600407484452647,-382116.1705405805,7.88127519237816
1,3,10,5.0,4.0,2,3005,54.6089850249584,2.2781078995844126,1829.4217129547055,5497412.24742889,5971.129574185284,-3153.3807799187393,15.184211081146096,-8.022732467861335,-375458.5271376027,7.587354409317804
2,2,10,3.0,4.0,2,2902,49.96554100620262,2.2727714286004925,1642.8981375499586,4767690.39516998,5871.450267726159,-2579.8295406563016,14.920224944582898,-6.575790626059352,-341701.106791554,6.458993797381116
3,4,5,3.0,4.0,2,2722,53.85745775165319,2.2725517930044354,1794.2962188479537,4884074.30770413,5949.584200286357,-3055.745326365979,15.136287938074682,-7.7810826660796595,-355504.2571243299,7.912564290962528
2,5,0,3.0,4.0,3,3090,54.69255663430421,2.2720629867018847,1773.5869818800259,5480383.77400928,5792.099554900746,-3077.3317669807,14.725486927513492,-7.843369505820987,-355267.0285063009,8.211326860841424
1,4,5,5.0,4.0,2,3203,56.603184514517636,2.271768318733405,1876.4185617899657,6010168.65341326,5921.67941017021,-3399.8820987232593,15.058258533345455,-8.648034778739227,-401908.11355018336,8.233531064626913
1,5,5,5.0,4.0,2,3131,58.19227083998722,2.269339192321762,1927.8780691208913,6036186.23441751,5922.921571724364,-3632.83183289861,15.06014111319578,-9.244971221388978,-409563.69112666417,8.646758224209517
1,3,10,3.0,4.0,2,3095,52.439418416801296,2.2670943771250256,1729.08348744178,5351513.3936323095,5899.547918377425,-2869.193531178159,14.997552702174639,-7.301007167557002,-383781.5075524533,7.1638126009693055
2,3,10,3.0,4.0,3,2654,52.86360211002261,2.2662118559292836,1750.4479668960362,4645688.90414208,5926.340286654284,-2932.826952864812,15.070578021917596,-7.471967147180571,-306426.8446164492,7.345892991710626
3,3,10,3.0,4.0,3,2464,51.86688311688312,2.265943334677815,1748.9709456177677,4309464.410002179,6035.694132613638,-2870.280515580143,15.357732269383911,-7.3108511604959165,-308854.4317659191,7.3685064935064934
3,5,10,3.0,4.0,3,2374,55.09688289806234,2.2650572385928487,1847.565134317043,4386119.62886866,6004.014520353333,-3252.4684462978425,15.275963045060292,-8.281595301815656,-343669.54535600636,8.25821398483572
2,3,0,3.0,4.0,2,3377,51.821143026354754,2.2646380477218506,1673.115121637865,5650109.7657710705,5781.644602318086,-2746.0161575203315,14.692793776631644,-6.997057607430029,-348196.31200507144,7.25022209061297
1,4,10,5.0,4.0,3,2707,56.70483930550425,2.26400490664274,1898.062619712645,5138055.51156213,5995.411770274274,-3468.34603737959,15.254385196615779,-8.834375006462821,-360821.2077915324,8.27890653860362
1,4,0,5.0,4.0,2,3542,56.2394127611519,2.263911578217006,1824.113093281183,6461008.57640195,5809.700598920326,-3298.0096881595737,14.768160313642435,-8.39658758626562,-413761.83310018573,8.2442123094297
1,5,0,5.0,4.0,3,3231,57.505416279789536,2.2636651789761246,1874.0961563363571,6055204.68112277,5837.989240217837,-3490.0067933007795,14.848435193208434,-8.892553937319228,-412361.77455321327,8.75301764159703
3,4,10,5.0,3.0,2,2503,59.72832600878946,2.263583227587773,1800.3462907525209,4506266.76575356,5399.6836906754115,-3537.9566982204165,13.743461447446228,-9.012340070418482,-352378.5721002305,7.694366759888134
2,5,5,3.0,4.0,3,2818,55.14549325762953,2.2626820015293685,1811.4727596421967,5104730.23667171,5886.420923599505,-3198.392309020506,14.969007250805243,-8.147077960765802,-363742.80088766105,8.15862313697658
2,5,10,2.0,4.0,3,2593,54.03008098727343,2.26231295029085,1788.2458617053915,4636921.51940208,5931.673719521477,-3081.672283261334,15.077719666455765,-7.851699126488169,-372179.29270985816,7.8291554184342464
2,2,10,2.0,4.0,2,2928,49.24863387978142,2.2610301834225552,1611.2584775527869,4717764.82227456,5866.133003754716,-2517.630531049623,14.905144689904594,-6.4181260557700055,-350747.21345623396,6.315232240437158
3,4,10,3.0,4.0,3,2405,53.92931392931393,2.259801790529562,1804.9553410825863,4340917.59530362,6003.571574622436,-3109.8508456513355,15.274381923840181,-7.92170340231634,-312326.05862462847,7.910187110187111
1,3,10,2.0,4.0,2,3137,51.35479757730316,2.259056255610862,1687.305308469299,5293076.752668191,5895.145953726244,-2754.9170241053666,14.983592962183135,-7.010476934253166,-382644.561099248,6.961428116034428
3,2,10,5.0,4.0,2,2613,50.47837734404899,2.2587929309469086,1682.543585122656,4396486.3879255,5981.127520372161,-2699.0887260010663,15.20985065200026,-6.880053049795584,-360000.3027910022,6.748564867967853
3,3,5,5.0,4.0,3,2661,53.476136790680194,2.2583549618652965,1802.1137803496429,4795424.7695104,6047.992170814597,-3078.2456296920595,15.391315510031882,-7.847449871756755,-303713.8559559183,7.7692596768132285
2,4,10,2.0,4.0,3,2628,53.0441400304414,2.257857851447568,1752.8320011039498,4606442.49890118,5931.546127393335,-2967.692708821013,15.078539073840048,-7.561121489971717,-341028.35005287547,7.54337899543379
2,4,0,3.0,4.0,3,3147,53.57483317445186,2.2574451864477485,1722.1209216525901,5419514.540440701,5770.732812246352,-2949.9938268354895,14.672009316723068,-7.523898218718471,-349669.4463840602,7.872894820463934
2,5,10,5.0,3.0,2,2669,61.25889846384413,2.2573905302449337,1839.6561803915927,4910042.345465161,5391.430289645254,-3776.543692557863,13.713736321238589,-9.615422299308106,-355658.8824575143,8.013488197826902
2,3,5,5.0,4.0,3,2869,53.9560822586267,2.256960498819529,1794.738325848435,5149104.25685916,5972.594876050723,-3101.039069846601,15.192627856287231,-7.901083246982349,-348193.6224607385,7.705123736493552
2,4,5,3.0,4.0,3,2859,54.004896817068904,2.2568849178668824,1772.7471580249214,5068284.12479325,5894.236487488569,-3066.476815124791,14.98865167276474,-7.81374911502836,-345541.6322345596,7.847848898216159
3,4,5,2.0,4.0,2,2768,52.384393063583815,2.2568491519804232,1728.408175505683,4784233.82979973,5924.6646154496075,-2888.110669652655,15.071778836714907,-7.354516591670352,-369703.8638026286,7.609104046242774
2,4,10,5.0,3.0,2,2725,59.669724770642205,2.2565064729968585,1793.3366960255194,4886842.49666954,5397.3384740124475,-3538.880675227206,13.729730540804606,-9.011520313138014,-344231.6885204334,7.616880733944954
1,4,5,2.0,4.0,2,3378,52.427471876850205,2.254906020462312,1706.9509530845853,5766080.319519729,5850.316606213342,-2859.259732472993,14.87027974019224,-7.275796371261128,-396396.3122296268,7.406749555950267
3,3,5,2.0,4.0,2,2838,50.7399577167019,2.2537904138481846,1672.1765453132982,4745637.03559914,5924.075828772881,-2707.462201597861,15.070186993597003,-6.8945572825733485,-362002.37904132996,7.089499647639182
1,4,5,3.0,4.0,2,3322,53.76279349789284,2.2536866823911534,1748.5478401995003,5808675.92514274,5846.557409171389,-3016.45547372224,14.862711421224445,-7.67228838064257,-393669.7419218309,7.6751956652618905
