version,stock,total_trades,winners,losers,win_rate_pct,total_pnl_rs,avg_win_pct,avg_loss_pct,avg_weeks_held
v2,360ONE,10,4,6,40.0,1064.3,7.35,-4.44,6.1
v2,ABB,11,6,5,54.5,3812.86,8.29,-7.65,6.0
v2,ABCAPITAL,7,5,2,71.4,20943.93,13.59,-7.74,8.6
v2,ADANIENSOL,12,7,5,58.3,41699.85,24.73,-13.43,5.4
v2,ADANIENT,13,9,4,69.2,86466.92,26.1,-4.47,6.5
v2,ADANIGREEN,9,7,2,77.8,89525.34,36.15,-13.98,6.6
v2,ADANIPORTS,11,5,6,45.5,-6736.65,5.44,-7.41,5.9
v2,ADANIPOWER,13,7,6,53.8,36611.46,18.06,-5.78,4.9
v2,ALKEM,8,4,4,50.0,-2447.4,7.13,-8.8,5.5
v2,AMBER,9,6,3,66.7,19693.7,12.19,-7.27,5.1
v2,AMBUJACEM,7,3,4,42.9,11108.45,16.45,-5.36,7.3
v2,ANGELONE,9,4,5,44.4,-5916.08,17.46,-16.91,5.6
v2,APLAPOLLO,9,7,2,77.8,30909.07,12.88,-6.07,8.9
v2,APOLLOHOSP,16,11,5,68.8,28299.8,9.61,-6.09,7.5
v2,ASHOKLEY,11,4,7,36.4,-4746.38,12.97,-9.1,5.7
v2,ASIANPAINT,8,5,3,62.5,5681.65,4.91,-3.33,8.4
v2,ASTRAL,9,6,3,66.7,2298.1,5.54,-9.41,8.6
v2,AUBANK,10,4,6,40.0,-8325.3,9.35,-9.71,5.4
v2,AXISBANK,9,3,6,33.3,-14189.9,3.34,-7.68,7.1
v2,BAJAJFINSV,12,6,6,50.0,-1442.11,7.93,-8.63,6.1
v2,BAJAJHLDNG,7,3,4,42.9,-9845.4,4.26,-9.72,10.0
v2,BAJAJ_AUTO,3,3,0,100.0,20798.5,18.43,0.0,12.0
v2,BAJFINANCE,14,8,6,57.1,26633.31,12.43,-5.39,7.8
v2,BANDHANBNK,3,1,2,33.3,-3232.01,14.47,-11.34,3.7
v2,BANKBARODA,9,4,5,44.4,9028.5,14.74,-7.26,6.9
v2,BANKINDIA,5,4,1,80.0,9817.86,10.93,-19.19,6.4
v2,BDL,14,5,9,35.7,-6186.11,11.81,-8.39,4.3
v2,BEL,11,7,4,63.6,15286.18,9.32,-6.74,5.9
v2,BHARATFORG,11,8,3,72.7,15932.1,7.32,-6.06,4.7
v2,BHARTIARTL,9,5,4,55.6,6625.8,5.82,-3.09,8.3
v2,BHEL,11,6,5,54.5,16589.66,12.09,-6.19,4.7
v2,BIOCON,11,6,5,54.5,12679.7,9.52,-5.05,5.1
v2,BLUESTARCO,10,3,7,30.0,-22508.45,2.26,-9.07,4.1
v2,BOSCHLTD,8,4,4,50.0,5418.5,16.06,-8.68,7.4
v2,BPCL,11,5,6,45.5,-4702.77,7.53,-8.25,4.5
v2,BRITANNIA,7,5,2,71.4,12267.65,7.58,-3.46,10.9
v2,BSE,12,9,3,75.0,19075.36,8.74,-10.5,4.2
v2,CAMS,3,1,2,33.3,1877.76,24.73,-9.95,5.7
v2,CANBK,9,7,2,77.8,20123.58,8.82,-5.68,7.1
v2,CDSL,12,6,6,50.0,53476.03,29.24,-6.93,5.8
v2,CGPOWER,11,6,5,54.5,7267.0,9.65,-8.0,4.5
v2,CHOLAFIN,17,9,8,52.9,1663.8,4.95,-5.04,5.4
v2,CIPLA,5,3,2,60.0,7338.85,10.6,-6.74,6.6
v2,COALINDIA,6,2,4,33.3,-6857.8,6.18,-7.4,2.2
v2,COCHINSHIP,5,2,3,40.0,23325.5,41.34,-8.21,7.0
v2,COFORGE,18,13,5,72.2,33525.06,8.01,-3.96,5.4
v2,COLPAL,4,3,1,75.0,13871.0,14.29,-7.28,8.0
v2,CONCOR,8,4,4,50.0,-5241.82,4.29,-7.62,4.1
v2,CROMPTON,8,4,4,50.0,-13504.15,1.22,-9.68,6.0
v2,CUMMINSIND,9,8,1,88.9,41770.6,14.88,-12.39,7.4
v2,DABUR,6,2,4,33.3,-10106.85,1.04,-6.89,6.2
v2,DALBHARAT,11,4,7,36.4,-16908.85,2.41,-7.51,4.2
v2,DIVISLAB,14,9,5,64.3,8296.5,6.18,-6.79,6.9
v2,DIXON,14,7,7,50.0,22174.75,13.53,-4.82,7.2
v2,DLF,7,4,3,57.1,-5459.45,9.22,-16.78,6.7
v2,DMART,9,5,4,55.6,1459.8,7.17,-7.98,6.3
v2,DRREDDY,8,3,5,37.5,-2747.04,7.48,-5.9,6.4
v2,EICHERMOT,13,7,6,53.8,-9765.69,4.06,-9.49,7.5
v2,ETERNAL,4,4,0,100.0,11778.53,7.39,0.0,3.8
v2,FEDERALBNK,10,3,7,30.0,-2693.35,10.14,-5.32,7.8
v2,FORCEMOT,12,6,6,50.0,18278.75,18.36,-10.03,4.4
v2,FORTIS,7,5,2,71.4,-794.6,4.33,-11.82,5.9
v2,GAIL,8,4,4,50.0,-6087.13,1.66,-5.46,6.5
v2,GLENMARK,11,4,7,36.4,12002.25,18.26,-6.17,5.6
v2,GMRAIRPORT,12,3,9,25.0,-4960.3,15.81,-6.65,4.4
v2,GODFRYPHLP,13,3,10,23.1,-7403.55,16.69,-6.91,4.3
v2,GODREJCP,9,5,4,55.6,79.15,4.06,-5.03,6.8
v2,GODREJPROP,13,6,7,46.2,15087.55,13.27,-5.96,6.3
v2,GRASIM,10,6,4,60.0,17041.16,11.32,-6.34,7.9
v2,HAL,14,7,7,50.0,41360.93,21.07,-5.96,6.1
v2,HAVELLS,12,7,5,58.3,27126.65,13.03,-4.45,6.9
v2,HCLTECH,13,7,6,53.8,6449.68,7.97,-6.6,7.5
v2,HDFCAMC,6,3,3,50.0,18769.88,24.06,-8.45,10.5
v2,HDFCBANK,6,4,2,66.7,6069.43,5.02,-2.46,11.7
v2,HDFCLIFE,7,2,5,28.6,-3811.5,8.59,-5.36,5.0
v2,HEROMOTOCO,7,3,4,42.9,9817.35,14.94,-4.55,6.6
v2,HINDALCO,12,6,6,50.0,20046.85,11.69,-3.27,5.9
v2,HINDUNILVR,8,4,4,50.0,5980.98,7.75,-3.88,7.1
v2,HINDZINC,15,5,10,33.3,-21382.4,7.79,-9.26,3.4
v2,ICICIBANK,8,3,5,37.5,8198.7,9.89,-1.78,6.4
v2,ICICIGI,5,3,2,60.0,-1710.7,2.41,-5.83,6.4
v2,ICICIPRULI,8,2,6,25.0,-14948.25,4.03,-7.63,3.8
v2,IDFCFIRSTB,10,5,5,50.0,4000.47,11.99,-9.99,6.9
v2,IEX,7,2,5,28.6,26483.06,45.82,-5.06,9.9
v2,INDHOTEL,11,6,5,54.5,11302.22,11.87,-8.54,7.7
v2,INDIANB,10,8,2,80.0,35060.65,12.9,-7.57,6.1
v2,INDIGO,12,6,6,50.0,2289.85,6.16,-5.21,6.9
v2,INDUSINDBK,4,2,2,50.0,9516.3,15.66,-3.64,13.8
v2,INDUSTOWER,5,2,3,40.0,-8337.05,5.59,-10.7,4.6
v2,INFY,11,4,7,36.4,-2986.88,3.03,-2.81,4.1
v2,INOXWIND,9,3,6,33.3,-4428.32,18.34,-11.03,5.4
v2,IOC,7,1,6,14.3,5946.8,58.07,-7.19,4.0
v2,IREDA,1,1,0,100.0,1733.04,4.33,0.0,4.0
v2,IRFC,5,3,2,60.0,15427.49,19.49,-9.95,2.8
v2,ITC,5,3,2,60.0,14939.61,15.5,-4.56,9.6
v2,JINDALSTEL,13,6,7,46.2,16404.75,13.83,-5.96,5.0
v2,JIOFIN,1,1,0,100.0,103.68,0.26,0.0,1.0
v2,JSWENERGY,9,6,3,66.7,67903.0,33.42,-10.26,6.2
v2,JUBLFOOD,11,5,6,45.5,4214.57,6.29,-3.49,5.5
v2,KALYANKJIL,6,3,3,50.0,9861.75,21.05,-12.78,5.3
v2,KAYNES,2,2,0,100.0,9952.1,13.74,0.0,5.0
v2,KEI,15,5,10,33.3,-2817.75,11.87,-6.66,6.4
v2,KFINTECH,4,0,4,0.0,-19118.1,0.0,-12.16,9.2
v2,KOTAKBANK,10,8,2,80.0,14345.81,4.97,-1.89,7.8
v2,KPITTECH,9,5,4,55.6,26585.25,24.93,-14.56,7.0
v2,LAURUSLABS,10,6,4,60.0,49874.02,24.59,-5.7,6.7
v2,LICHSGFIN,4,1,3,25.0,-9000.05,4.99,-9.23,5.8
v2,LODHA,8,2,6,25.0,1741.75,24.4,-7.4,4.4
v2,LT,10,5,5,50.0,-4890.55,2.55,-5.13,6.4
v2,LTF,9,4,5,44.4,16743.32,16.89,-5.12,6.6
v2,LTM,12,5,7,41.7,11570.65,17.86,-8.7,5.6
v2,LUPIN,6,3,3,50.0,4228.9,10.42,-7.04,5.3
v2,MANAPPURAM,12,9,3,75.0,16693.98,7.27,-7.85,5.8
v2,MANKIND,2,0,2,0.0,-6381.1,0.0,-8.18,3.0
v2,MARICO,10,3,7,30.0,-8033.7,4.9,-4.99,5.1
v2,MARUTI,10,5,5,50.0,4797.15,5.06,-2.07,7.4
v2,MAXHEALTH,5,4,1,80.0,7210.85,7.94,-13.54,9.2
v2,MAZDOCK,8,4,4,50.0,101481.7,71.55,-8.12,6.6
v2,MCX,10,5,5,50.0,19637.24,17.98,-8.12,6.5
v2,MFSL,8,4,4,50.0,2648.3,14.27,-12.7,6.2
v2,MM,10,4,6,40.0,5628.65,16.13,-8.36,5.5
v2,MOTHERSON,9,3,6,33.3,19212.67,27.78,-5.89,7.4
v2,MOTILALOFS,13,5,8,38.5,10546.29,12.48,-4.53,5.2
v2,MPHASIS,9,7,2,77.8,25692.2,9.83,-1.48,4.9
v2,MUTHOOTFIN,12,7,5,58.3,2635.35,6.7,-7.91,6.5
v2,M_M,10,4,6,40.0,5628.65,16.13,-8.36,5.5
v2,NAM_INDIA,8,6,2,75.0,9486.9,4.29,-0.94,5.6
v2,NATIONALUM,10,5,5,50.0,10969.56,11.37,-5.87,5.7
v2,NAUKRI,9,5,4,55.6,-317.7,4.88,-6.32,7.4
v2,NBCC,7,4,3,57.1,14342.47,20.93,-15.95,4.7
v2,NESTLEIND,9,6,3,66.7,27601.55,13.96,-4.69,12.6
v2,NHPC,9,3,6,33.3,-18368.59,4.66,-9.99,5.3
v2,NMDC,11,6,5,54.5,2879.67,8.7,-9.0,7.1
v2,NTPC,8,4,4,50.0,8890.71,10.47,-4.9,7.5
v2,NUVAMA,1,1,0,100.0,359.1,0.92,0.0,5.0
v2,NYKAA,2,2,0,100.0,1546.42,1.94,0.0,4.5
v2,OBEROIRLTY,13,6,7,46.2,-2487.35,9.58,-9.03,6.9
v2,OFSS,11,6,5,54.5,33717.05,19.58,-5.41,6.4
v2,OIL,10,7,3,70.0,25418.13,12.12,-7.08,6.3
v2,ONGC,5,3,2,60.0,-5.14,4.2,-6.3,5.8
v2,PAGEIND,10,3,7,30.0,1284.5,8.55,-1.29,6.0
v2,PATANJALI,9,5,4,55.6,8631.64,8.81,-5.62,7.3
v2,PAYTM,5,2,3,40.0,-11282.8,13.72,-18.72,5.4
v2,PERSISTENT,20,14,6,70.0,41942.49,10.76,-7.13,6.6
v2,PETRONET,7,1,6,14.3,-12470.35,1.1,-5.4,4.9
v2,PFC,9,4,5,44.4,2896.75,15.55,-10.98,6.4
v2,PGEL,11,9,2,81.8,63899.9,20.23,-11.12,4.6
v2,PHOENIXLTD,8,3,5,37.5,6845.86,10.64,-2.95,10.4
v2,PIDILITIND,11,7,4,63.6,-2364.91,4.08,-8.59,5.8
v2,PIIND,9,6,3,66.7,3783.5,6.59,-9.98,6.8
v2,PNB,7,5,2,71.4,1410.35,5.29,-11.44,6.3
v2,PNBHOUSING,11,7,4,63.6,-8247.4,5.75,-15.21,5.4
v2,POLICYBZR,5,3,2,60.0,3349.6,9.47,-9.94,4.6
v2,POLYCAB,11,6,5,54.5,33435.0,20.82,-7.65,9.5
v2,POWERGRID,7,3,4,42.9,1471.68,11.06,-7.34,7.0
v2,POWERINDIA,10,6,4,60.0,19632.85,12.44,-3.27,6.1
v2,PREMIERENE,1,0,1,0.0,-625.1,0.0,-1.59,2.0
v2,PRESTIGE,13,6,7,46.2,22737.7,22.65,-11.01,6.3
v2,RBLBANK,9,3,6,33.3,-3262.45,8.65,-5.68,6.2
v2,RECLTD,7,3,4,42.9,-3665.69,10.37,-10.1,6.1
v2,RELIANCE,8,2,6,25.0,-7602.57,8.95,-6.23,5.1
v2,RVNL,7,2,5,28.6,-17786.2,7.83,-12.03,7.9
v2,SAIL,11,2,9,18.2,-12893.05,28.28,-9.87,3.5
v2,SAMMAANCAP,8,5,3,62.5,9855.93,11.56,-11.08,4.5
v2,SBICARD,4,2,2,50.0,-1853.4,3.8,-6.14,6.2
v2,SBILIFE,9,7,2,77.8,11384.55,5.39,-4.3,10.9
v2,SBIN,12,5,7,41.7,14142.2,12.45,-3.83,6.6
v2,SHREECEM,8,3,5,37.5,-9402.45,6.03,-9.65,6.1
v2,SHRIRAMFIN,12,5,7,41.7,-52.9,15.06,-10.76,6.8
v2,SIEMENS,9,4,5,44.4,32176.52,30.24,-7.92,7.6
v2,SOLARINDS,13,10,3,76.9,56556.45,17.95,-7.05,7.1
v2,SONACOMS,2,2,0,100.0,3302.3,4.14,0.0,5.5
v2,SRF,11,6,5,54.5,31470.97,18.41,-6.19,7.0
v2,SUNPHARMA,10,6,4,60.0,14553.65,9.86,-5.67,11.5
v2,SUPREMEIND,8,5,3,62.5,13483.05,11.17,-6.79,6.6
v2,SUZLON,9,7,2,77.8,40600.14,18.94,-15.53,3.8
v2,TATACONSUM,11,6,5,54.5,11851.28,12.87,-9.41,8.9
v2,TATAELXSI,9,5,4,55.6,32313.15,22.48,-8.0,6.8
v2,TATAPOWER,8,5,3,62.5,30430.5,19.63,-7.32,7.0
v2,TATASTEEL,11,7,4,63.6,19165.64,11.32,-7.82,6.5
v2,TCS,7,5,2,71.4,8656.93,4.83,-1.08,9.4
v2,TECHM,10,6,4,60.0,14232.25,11.93,-8.95,9.3
v2,TIINDIA,15,9,6,60.0,30422.5,10.71,-3.4,5.3
v2,TITAN,14,9,5,64.3,11445.55,6.56,-6.13,7.2
v2,TMPV,10,4,6,40.0,14382.49,21.65,-8.44,7.4
v2,TORNTPHARM,15,9,6,60.0,7130.36,6.92,-7.23,8.5
v2,TRENT,17,10,7,58.8,22755.3,12.23,-9.78,6.8
v2,TVSMOTOR,8,3,5,37.5,4331.95,17.52,-8.42,9.4
v2,ULTRACEMCO,10,4,6,40.0,-4303.5,4.98,-5.08,7.5
v2,UNIONBANK,11,7,4,63.6,-462.68,7.8,-13.95,5.4
v2,UNITDSPR,12,8,4,66.7,2169.83,5.34,-9.37,8.2
v2,UNOMINDA,12,6,6,50.0,21329.01,15.71,-6.82,6.8
v2,UPL,7,4,3,57.1,2962.62,6.13,-5.69,6.4
v2,VBL,12,7,5,58.3,26193.61,14.27,-6.87,7.1
v2,VEDL,9,4,5,44.4,-15704.95,19.15,-23.35,5.3
v2,VMM,1,1,0,100.0,2718.71,6.8,0.0,3.0
v2,VOLTAS,18,7,11,38.9,-19567.8,6.31,-8.53,5.7
v2,WAAREEENER,1,1,0,100.0,2616.0,7.06,0.0,11.0
v2,WIPRO,12,7,5,58.3,3952.4,6.17,-6.65,5.9
v2,YESBANK,8,4,4,50.0,-9846.28,3.04,-9.2,4.2
v2,ZYDUSLIFE,6,5,1,83.3,22055.45,13.67,-13.3,7.8
